species,year,orig_grid
species8,2004,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2005,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2006,SK53H
species8,2007,SK53H
species8,2007,SK53H
species8,2007,SK53H
species8,2007,SK53H
species8,2007,SK53H
species8,2007,SK53H
species8,2007,SK53H
species8,2007,SK53H
species8,2008,SK53H
species8,2008,SK53H
species8,2008,SK53H
species8,2008,SK53H
species8,2008,SK53H
species8,2008,SK53H
species8,2008,SK53H
species8,2008,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2009,SK53H
species8,2010,SK53H
species8,2011,SK53H
species8,2011,SK53H
species8,2011,SK53H
species8,2011,SK53H
species8,2011,SK53H
species8,2011,SK53H
species8,1998,SK53J
species8,1998,SK53J
species8,1998,SK53J
species8,1998,SK53J
species8,1999,SK53J
species8,1999,SK53J
species8,1999,SK53J
species8,1999,SK53J
species8,1999,SK53J
species8,1999,SK53J
species8,1999,SK53J
species8,1999,SK53J
species8,1999,SK53J
species8,2000,SK53J
species8,2000,SK53J
species8,2000,SK53J
species8,2000,SK53J
species8,2000,SK53J
species8,2000,SK53J
species8,2000,SK53J
species8,2000,SK53J
species8,2000,SK53J
species8,2000,SK53J
species8,2000,SK53J
species8,2000,SK53J
species8,2001,SK53J
species8,2001,SK53J
species8,2002,SK53J
species8,2002,SK53J
species8,2002,SK53J
species8,2002,SK53J
species8,2002,SK53J
species8,2002,SK53J
species8,2003,SK53J
species8,2004,SK53J
species8,2004,SK53J
species8,2004,SK53J
species8,2004,SK53J
species8,2004,SK53J
species8,2004,SK53J
species8,2004,SK53J
species8,2004,SK53J
species8,2005,SK53J
species8,2005,SK53J
species8,2005,SK53J
species8,2005,SK53J
species8,2005,SK53J
species8,2007,SK53J
species8,2007,SK53J
species8,2007,SK53J
species8,2007,SK53J
species8,2007,SK53J
species8,2007,SK53J
species8,2008,SK53J
species8,2009,SK53J
species8,2009,SK53J
species8,2009,SK53J
species8,2010,SK53J
species8,2010,SK53J
species8,2010,SK53J
species8,2011,SK53J
species8,2011,SK53J
species8,2007,SK53L
species8,1999,SK53M
species8,1999,SK53M
species8,2005,SK53M
species8,2005,SK53M
species8,2005,SK53M
species8,2005,SK53M
species8,2001,SK53M
species8,1998,SK53M
species8,1999,SK53M
species8,1999,SK53M
species8,1999,SK53M
species8,1999,SK53M
species8,1999,SK53M
species8,2000,SK53M
species8,2000,SK53M
species8,2000,SK53M
species8,2002,SK53M
species8,2002,SK53M
species8,2002,SK53M
species8,2004,SK53M
species8,2004,SK53M
species8,2004,SK53M
species8,2004,SK53M
species8,2004,SK53M
species8,2004,SK53M
species8,2004,SK53M
species8,2005,SK53M
species8,2005,SK53M
species8,2005,SK53M
species8,2009,SK53M
species8,1998,SK53R
species8,2000,SK53R
species8,2002,SK53R
species8,2003,SK53R
species8,2000,SK53R
species8,2000,SK53S
species8,2000,SK53S
species8,2000,SK53S
species8,1998,SK53T
species8,1998,SK53T
species8,2001,SK53T
species8,2001,SK53T
species8,2002,SK53T
species8,2002,SK53T
species8,2002,SK53T
species8,2003,SK53T
species8,2003,SK53T
species8,2003,SK53T
species8,2003,SK53T
species8,2003,SK53T
species8,2003,SK53T
species8,2004,SK53T
species8,2004,SK53T
species8,2004,SK53T
species8,2004,SK53T
species8,2005,SK53T
species8,2005,SK53T
species8,2005,SK53T
species8,2005,SK53T
species8,2006,SK53T
species8,2006,SK53T
species8,2006,SK53T
species8,2006,SK53T
species8,2006,SK53T
species8,2006,SK53T
species8,2006,SK53T
species8,2007,SK53T
species8,2007,SK53T
species8,2007,SK53T
species8,2007,SK53T
species8,2007,SK53T
species8,2008,SK53T
species8,2008,SK53T
species8,2008,SK53T
species8,2008,SK53T
species8,2008,SK53T
species8,2009,SK53T
species8,2010,SK53T
species8,2010,SK53T
species8,2010,SK53T
species8,2010,SK53T
species8,2010,SK53T
species8,2010,SK53T
species8,2010,SK53T
species8,2010,SK53T
species8,2010,SK53T
species8,2010,SK53T
species8,2010,SK53T
species8,2010,SK53T
species8,2011,SK53T
species8,2011,SK53T
species8,2011,SK53T
species8,2011,SK53T
species8,2011,SK53T
species8,2011,SK53T
species8,2011,SK53T
species8,2011,SK53T
species8,2011,SK53T
species8,2011,SK53T
species8,1998,SK53T
species8,1998,SK53T
species8,1999,SK53Z
species8,2002,SK53Z
species8,2007,SK53Z
species8,2000,SK545376
species8,2001,SK545376
species8,2001,SK545376
species8,2000,SK5635
species8,2001,SK5635
species11,2006,SK532393
species11,2006,SK538346
species11,2006,SK538346
species11,2009,SK53A
species11,2007,SK53E
species11,2008,SK53G
species11,2008,SK53G
species11,2009,SK53G
species11,2006,SK53H
species11,2006,SK53H
species11,2006,SK53H
species11,2007,SK53H
species11,2007,SK53H
species11,2008,SK53H
species11,2008,SK53H
species11,2008,SK53H
species11,2008,SK53H
species11,2008,SK53H
species11,2008,SK53H
species11,2009,SK53H
species11,2009,SK53H
species11,2009,SK53H
species11,2009,SK53H
species11,2009,SK53H
species11,2009,SK53H
species11,2011,SK53H
species11,2011,SK53H
species11,2006,SK53J
species11,2007,SK53J
species11,2007,SK53J
species11,2007,SK53J
species11,2009,SK53J
species11,2009,SK53J
species11,2009,SK53J
species11,2011,SK53J
species11,2009,SK53M
species11,2009,SK53M
species11,2009,SK53M
species11,2007,SK53R
species11,2010,SK53T
species11,2010,SK53T
species11,2006,SK545376
species12,2000,SK53A
species12,2008,SK53A
species12,2000,SK53H
species12,2000,SK53H
species12,2001,SK53H
species12,2001,SK53H
species12,2001,SK53H
species12,2002,SK53H
species12,2002,SK53H
species12,2002,SK53H
species12,2002,SK53H
species12,2002,SK53H
species12,2002,SK53H
species12,2002,SK53H
species12,2003,SK53H
species12,2003,SK53H
species12,2003,SK53H
species12,2003,SK53H
species12,2003,SK53H
species12,2003,SK53H
species12,2003,SK53H
species12,2003,SK53H
species12,2003,SK53H
species12,2003,SK53H
species12,2003,SK53H
species12,2003,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2004,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2005,SK53H
species12,2006,SK53H
species12,2006,SK53H
species12,2006,SK53H
species12,2006,SK53H
species12,2006,SK53H
species12,2006,SK53H
species12,2006,SK53H
species12,2006,SK53H
species12,2006,SK53H
species12,2007,SK53H
species12,2007,SK53H
species12,2007,SK53H
species12,2007,SK53H
species12,2007,SK53H
species12,2007,SK53H
species12,2007,SK53H
species12,2007,SK53H
species12,2008,SK53H
species12,2009,SK53H
species12,2011,SK53H
species12,1998,SK53J
species12,1998,SK53J
species12,1998,SK53J
species12,1998,SK53J
species12,1998,SK53J
species12,1998,SK53J
species12,1999,SK53J
species12,1999,SK53J
species12,1999,SK53J
species12,1999,SK53J
species12,1999,SK53J
species12,1999,SK53J
species12,1999,SK53J
species12,1999,SK53J
species12,1999,SK53J
species12,1999,SK53J
species12,1999,SK53J
species12,1999,SK53J
species12,1999,SK53J
species12,2000,SK53J
species12,2000,SK53J
species12,2000,SK53J
species12,2000,SK53J
species12,2000,SK53J
species12,2000,SK53J
species12,2000,SK53J
species12,2000,SK53J
species12,2000,SK53J
species12,2000,SK53J
species12,2001,SK53J
species12,2001,SK53J
species12,2001,SK53J
species12,2001,SK53J
species12,2002,SK53J
species12,2002,SK53J
species12,2002,SK53J
species12,2002,SK53J
species12,2002,SK53J
species12,2002,SK53J
species12,2002,SK53J
species12,2002,SK53J
species12,2003,SK53J
species12,2003,SK53J
species12,2003,SK53J
species12,2003,SK53J
species12,2003,SK53J
species12,2004,SK53J
species12,2004,SK53J
species12,2004,SK53J
species12,2004,SK53J
species12,2004,SK53J
species12,2004,SK53J
species12,2004,SK53J
species12,2004,SK53J
species12,2004,SK53J
species12,2004,SK53J
species12,2004,SK53J
species12,2005,SK53J
species12,2005,SK53J
species12,2006,SK53J
species12,2007,SK53J
species12,2007,SK53J
species12,2007,SK53J
species12,2008,SK53J
species12,2009,SK53J
species12,2009,SK53J
species12,2009,SK53J
species12,2009,SK53J
species12,2009,SK53J
species12,2010,SK53J
species12,2010,SK53J
species12,2010,SK53J
species12,2010,SK53J
species12,2010,SK53J
species12,2010,SK53J
species12,2010,SK53J
species12,2010,SK53J
species12,2011,SK53J
species12,2011,SK53J
species12,2011,SK53J
species12,2011,SK53J
species12,2011,SK53J
species12,2011,SK53J
species12,2011,SK53J
species12,2011,SK53J
species12,2001,SK53M
species12,1998,SK53M
species12,2002,SK53M
species12,2004,SK53M
species12,2004,SK53M
species12,2006,SK53M
species12,2006,SK53M
species12,2006,SK53M
species12,2006,SK53M
species12,2006,SK53M
species12,2006,SK53M
species12,2007,SK53M
species12,2007,SK53M
species12,2007,SK53M
species12,2009,SK53M
species12,2010,SK53M
species12,1998,SK53R
species12,1998,SK53R
species12,2000,SK5635
species14,2003,SK523306
species14,2004,SK523306
species14,2004,SK523306
species14,2011,SK523306
species14,2000,SK538346
species14,2003,SK538346
species14,2010,SK53A
species14,2004,SK53D
species14,2004,SK53D
species14,1998,SK53F
species14,1998,SK53F
species14,1998,SK53F
species14,1999,SK53F
species14,2004,SK53F
species14,2004,SK53F
species14,2004,SK53F
species14,2011,SK53F
species14,2000,SK53G
species14,2007,SK53G
species14,2007,SK53G
species14,2008,SK53G
species14,2010,SK53G
species14,1998,SK53H
species14,1998,SK53H
species14,1998,SK53H
species14,1999,SK53H
species14,1999,SK53H
species14,2000,SK53H
species14,2001,SK53H
species14,2001,SK53H
species14,2002,SK53H
species14,2002,SK53H
species14,2002,SK53H
species14,2002,SK53H
species14,2003,SK53H
species14,2003,SK53H
species14,2003,SK53H
species14,2003,SK53H
species14,2003,SK53H
species14,2003,SK53H
species14,2004,SK53H
species14,2004,SK53H
species14,2004,SK53H
species14,2004,SK53H
species14,2004,SK53H
species14,2004,SK53H
species14,2004,SK53H
species14,2005,SK53H
species14,2005,SK53H
species14,2005,SK53H
species14,2005,SK53H
species14,2006,SK53H
species14,2006,SK53H
species14,2007,SK53H
species14,2007,SK53H
species14,2008,SK53H
species14,2008,SK53H
species14,2008,SK53H
species14,2008,SK53H
species14,2009,SK53H
species14,2009,SK53H
species14,2010,SK53H
species14,2010,SK53H
species14,1999,SK53J
species14,1999,SK53J
species14,2000,SK53J
species14,2003,SK53M
species14,1999,SK53M
species14,1999,SK53M
species14,1999,SK53M
species14,2000,SK53M
species14,2000,SK53M
species14,2001,SK53M
species14,2001,SK53M
species14,2002,SK53M
species14,2002,SK53M
species14,2003,SK53M
species14,2004,SK53M
species14,2004,SK53M
species14,2004,SK53M
species14,2005,SK53M
species14,2007,SK53M
species14,2010,SK53M
species14,2010,SK53M
species14,2010,SK53M
species14,2011,SK53M
species14,2011,SK53M
species15,2006,SK538346
species15,2007,SK538346
species15,2008,SK53G
species15,2008,SK53G
species15,2008,SK53G
species15,2006,SK53H
species15,2006,SK53H
species15,2006,SK53H
species15,2006,SK53H
species15,2010,SK53H
species15,2006,SK53J
species15,2007,SK53J
species15,2007,SK53J
species15,2008,SK53J
species15,2009,SK53J
species15,2009,SK53J
species15,2009,SK53J
species15,2010,SK53J
species15,2010,SK53J
species15,2011,SK53J
species15,2006,SK53M
species15,2009,SK53M
species15,2009,SK53M
species1,2001,SK5036
species1,2002,SK5036
species1,2002,SK5036
species1,2002,SK5036
species1,2002,SK5036
species1,2000,SK5036
species1,2000,SK5036
species1,2000,SK5036
species1,2000,SK5036
species1,2001,SK5036
species1,2002,SK5036
species1,2002,SK5036
species1,2002,SK5036
species1,2002,SK5036
species1,2002,SK5036
species1,2002,SK5036
species1,2003,SK5036
species1,2003,SK5036
species1,2003,SK5036
species1,2003,SK5036
species1,2003,SK5036
species1,2004,SK5036
species1,2004,SK5036
species1,2004,SK5036
species1,2004,SK5036
species1,2004,SK5036
species1,2004,SK5036
species1,2004,SK5036
species1,2004,SK5036
species1,2004,SK5036
species1,2004,SK5036
species1,2004,SK5036
species1,2004,SK5036
species1,2004,SK5036
species1,2005,SK5036
species1,2005,SK5036
species1,2005,SK5036
species1,2005,SK5036
species1,2005,SK5036
species1,2005,SK5036
species1,2005,SK5036
species1,2005,SK5036
species1,2005,SK5036
species1,2002,SK532393
species1,1999,SK53G
species1,1999,SK53G
species1,2000,SK53G
species1,2000,SK53G
species1,2000,SK53G
species1,2000,SK53G
species1,2007,SK53G
species1,2007,SK53G
species1,2008,SK53G
species1,2008,SK53G
species1,2008,SK53G
species1,2008,SK53G
species1,2009,SK53G
species1,2000,SK53G
species1,1998,SK53H
species1,1998,SK53H
species1,1998,SK53H
species1,1999,SK53H
species1,1999,SK53H
species1,1999,SK53H
species1,1999,SK53H
species1,1999,SK53H
species1,1999,SK53H
species1,1999,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2000,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2001,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2002,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2003,SK53H
species1,2004,SK53H
species1,2004,SK53H
species1,2004,SK53H
species1,2004,SK53H
species1,2004,SK53H
species1,2004,SK53H
species1,2004,SK53H
species1,2004,SK53H
species1,2004,SK53H
species1,2004,SK53H
species1,2004,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2005,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2006,SK53H
species1,2007,SK53H
species1,2007,SK53H
species1,2007,SK53H
species1,2007,SK53H
species1,2007,SK53H
species1,2007,SK53H
species1,2007,SK53H
species1,2008,SK53H
species1,2008,SK53H
species1,2008,SK53H
species1,2008,SK53H
species1,2008,SK53H
species1,2008,SK53H
species1,2008,SK53H
species1,2009,SK53H
species1,2011,SK53H
species1,2011,SK53H
species1,2011,SK53H
species1,2011,SK53H
species1,2011,SK53H
species1,2011,SK53H
species1,2000,SK53I
species1,1998,SK53J
species1,2000,SK53J
species1,2001,SK53J
species1,2001,SK53J
species1,2002,SK53J
species1,2002,SK53J
species1,2002,SK53J
species1,2002,SK53J
species1,2004,SK53J
species1,2005,SK53J
species1,2005,SK53J
species1,2005,SK53J
species1,2005,SK53J
species1,2005,SK53J
species1,2006,SK53J
species1,2006,SK53J
species1,2007,SK53J
species1,2007,SK53J
species1,2000,SK53K
species1,2005,SK53K
species1,1999,SK53L
species1,2000,SK53L
species1,2000,SK53M
species1,2002,SK53M
species1,2004,SK53M
species1,2001,SK53M
species1,2000,SK53N
species1,2000,SK53N
species1,2001,SK53N
species1,2005,SK53R
species1,2005,SK53R
species1,2005,SK53R
species1,2005,SK53R
species1,2005,SK53R
species1,2005,SK53R
species1,2005,SK53R
species1,2005,SK53R
species1,2005,SK53R
species1,2006,SK53R
species1,2006,SK53R
species1,2006,SK53R
species1,2006,SK53R
species1,2006,SK53R
species1,2006,SK53R
species1,2006,SK53R
species1,2006,SK53R
species1,2006,SK53R
species1,2007,SK53R
species1,2007,SK53R
species1,2007,SK53R
species1,2007,SK53R
species1,2007,SK53R
species1,2007,SK53R
species1,1998,SK53T
species1,1998,SK53T
species1,1999,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2000,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2001,SK53T
species1,2002,SK53T
species1,2002,SK53T
species1,2002,SK53T
species1,2002,SK53T
species1,2002,SK53T
species1,2002,SK53T
species1,2002,SK53T
species1,2002,SK53T
species1,2002,SK53T
species1,2002,SK53T
species1,2003,SK53T
species1,2003,SK53T
species1,2003,SK53T
species1,2003,SK53T
species1,2003,SK53T
species1,2003,SK53T
species1,2003,SK53T
species1,2003,SK53T
species1,2003,SK53T
species1,2003,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2004,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2005,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2006,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2007,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2008,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2009,SK53T
species1,2010,SK53T
species1,2010,SK53T
species1,2010,SK53T
species1,2010,SK53T
species1,2010,SK53T
species1,2010,SK53T
species1,2010,SK53T
species1,2010,SK53T
species1,2010,SK53T
species1,2010,SK53T
species1,2010,SK53T
